LSOA code (2011),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Children and Young People Sub-domain Score
E01010300,81.850,1.250,0.619,25.433,0.427,1.599
E01010301,54.593,0.689,-0.371,20.354,0.359,1.151
E01010302,54.106,0.967,-0.224,26.720,0.271,0.815
E01010303,35.634,0.363,-0.314,26.038,0.126,0.446
E01010304,31.520,0.390,-0.485,19.004,0.170,0.445
E01010305,60.861,0.720,0.050,20.724,0.377,1.145
E01010306,22.159,0.166,0.412,14.929,0.177,0.065
E01010307,14.845,-0.058,-0.443,6.227,0.057,-0.124
E01010308,52.550,1.620,0.990,16.593,0.399,0.792
E01010309,53.044,0.640,0.235,41.049,0.308,1.206
E01010310,53.630,0.586,0.244,27.720,0.355,0.723
E01010311,35.293,1.157,0.660,34.926,0.415,0.065
E01010312,47.327,0.924,0.449,38.090,0.332,0.793
E01010313,58.415,0.475,-0.378,32.376,0.274,1.078
E01010314,47.020,0.828,0.543,31.172,0.368,0.442
E01010315,40.414,0.422,0.482,29.208,0.312,0.476
E01010316,78.228,1.295,-0.090,22.715,0.482,1.660
E01010317,4.947,0.057,-0.158,19.714,0.102,-1.300
E01010318,29.408,0.916,1.061,31.126,0.388,0.490
E01010319,10.308,-0.126,-0.437,11.764,0.030,-1.128
E01010320,36.668,0.594,-0.257,25.045,0.281,0.504
E01010321,43.897,0.889,0.107,30.375,0.280,0.819
E01010322,33.027,0.805,0.024,31.532,0.228,0.820
E01010323,40.860,0.591,-0.440,30.171,0.227,0.937
E01010324,20.578,0.895,0.717,36.269,0.202,-0.141
E01010325,9.104,0.444,0.199,39.244,0.124,-0.672
E01010326,10.844,0.158,-0.011,36.108,0.120,-0.773
E01010327,48.893,0.250,0.071,41.488,0.244,1.143
E01010328,5.120,-0.461,-0.249,17.930,0.037,-1.786
E01010329,4.091,-0.157,-1.163,15.219,0.056,-1.304
E01010330,15.394,0.293,0.709,34.700,0.215,-0.244
E01010331,5.214,-0.360,-1.026,13.171,0.046,-1.518
E01010332,4.418,-0.548,-0.510,14.458,0.036,-1.317
E01010333,6.558,0.004,-1.043,23.301,0.064,-1.876
E01010334,3.364,-0.531,0.184,19.233,0.039,-2.015
E01010335,45.753,0.940,-0.328,27.027,0.344,0.772
E01010336,24.837,0.394,0.874,51.638,0.212,-0.456
E01010337,18.160,0.383,0.317,25.536,0.221,-0.444
E01010338,38.004,0.607,0.164,44.158,0.215,0.208
E01010339,20.613,-0.094,-0.303,35.419,0.229,-0.237
E01010340,42.526,1.131,0.350,21.976,0.265,0.118
E01010341,42.012,0.522,-0.257,27.989,0.239,0.154
E01010342,60.776,1.247,0.422,46.658,0.338,1.158
E01010343,51.900,0.463,0.564,42.380,0.242,0.862
E01010344,37.726,0.561,0.362,39.992,0.292,0.327
E01010345,12.181,-0.037,-0.342,17.428,0.120,-0.522
E01010346,10.378,0.195,-0.989,17.321,0.048,-0.686
E01010347,48.360,0.771,0.293,19.273,0.261,0.932
E01010348,21.785,0.030,0.092,21.447,0.123,0.160
E01010349,20.414,0.813,-0.027,18.701,0.311,-0.190
E01010350,18.597,0.106,0.261,16.450,0.100,-0.066
E01010351,22.123,0.243,-0.144,23.071,0.209,0.021
E01010352,11.227,-0.018,0.198,15.950,0.086,-0.721
E01010353,34.333,0.488,-0.138,19.760,0.183,0.629
E01010354,26.607,0.602,0.038,21.488,0.135,-0.012
E01010355,15.402,0.050,-0.880,23.245,0.063,-0.630
E01010356,15.789,-0.199,0.135,28.172,0.043,-0.270
E01010357,8.657,-0.587,-0.529,18.706,0.079,-0.835
E01010358,25.250,-0.093,-0.579,49.719,0.083,0.105
E01010359,23.324,0.106,-0.310,37.101,0.132,-0.017
E01010360,15.660,0.103,0.084,26.703,0.085,-0.867
E01010361,19.057,0.401,0.371,50.799,0.215,-0.384
E01010362,53.463,0.602,0.894,43.702,0.311,0.788
E01010363,37.974,1.036,0.733,40.118,0.337,0.490
E01010364,56.884,1.245,0.584,30.921,0.481,1.105
E01010365,39.625,1.497,0.517,25.892,0.309,0.379
E01010366,48.946,0.921,0.552,41.858,0.324,0.667
E01010367,47.841,0.652,0.890,51.689,0.351,0.768
E01010368,66.069,1.625,1.158,32.787,0.445,1.596
E01010369,26.852,1.681,0.745,35.093,0.337,0.031
E01010370,36.919,1.031,0.552,28.659,0.267,0.428
E01010371,49.886,1.616,1.207,35.918,0.349,0.577
E01010372,33.626,1.318,1.083,36.265,0.273,0.251
E01010373,5.002,-0.097,0.242,22.179,0.126,-0.935
E01010374,70.669,1.238,0.231,39.343,0.327,1.090
E01010375,59.179,1.430,0.814,31.734,0.249,1.160
E01010376,21.495,0.191,0.064,27.552,0.194,-0.395
E01010377,28.381,0.567,0.242,25.879,0.139,0.188
E01010378,29.921,0.153,0.426,34.654,0.105,0.574
E01010379,23.434,-0.017,0.619,15.730,0.070,-0.258
E01010380,21.622,0.425,0.273,26.092,0.106,-0.003
E01010381,44.503,0.669,0.628,25.289,0.338,0.812
E01010382,38.371,0.745,0.594,28.471,0.246,0.712
E01010383,47.572,1.422,0.711,20.838,0.268,0.943
E01010384,9.234,-0.338,-1.368,15.010,0.041,-0.938
E01010385,2.611,-0.534,-1.574,12.019,0.052,-1.304
E01010386,7.155,-0.252,-0.784,13.200,0.024,-0.664
E01010387,5.564,-0.258,-0.579,14.779,0.050,-1.100
E01010388,5.907,-0.570,-0.305,9.365,0.021,-1.543
E01010389,6.417,-0.223,-0.379,9.980,0.065,-1.308
E01010390,7.688,-0.491,-1.582,11.656,0.022,-1.050
E01010391,7.738,-0.665,-1.042,14.937,0.037,-0.873
E01010392,6.163,-0.559,-1.083,21.875,0.032,-0.647
E01010393,19.038,0.583,0.000,32.491,0.191,-0.488
E01010394,22.938,0.255,-0.208,26.766,0.120,-0.129
E01010395,13.668,-0.336,-0.660,11.070,0.057,-1.153
E01010396,33.921,0.621,1.024,42.841,0.189,0.265
E01010397,54.211,0.716,1.012,17.074,0.326,1.042
E01010398,9.831,-0.306,0.469,9.101,0.045,-1.183
E01010399,22.555,0.301,-0.542,21.198,0.201,0.134
E01010400,48.280,1.061,0.738,25.118,0.479,0.938
E01010401,60.979,0.797,0.190,28.993,0.401,0.866
E01010402,22.314,0.476,0.467,30.293,0.164,-0.070
E01010403,41.105,0.962,0.555,26.942,0.356,0.489
E01010404,51.963,0.959,0.757,27.693,0.424,1.114
E01010405,36.028,1.061,0.863,32.689,0.281,0.496
E01010406,39.375,0.938,1.247,25.186,0.255,0.707
E01010407,46.739,0.640,0.449,29.946,0.395,0.790
E01010408,54.541,0.793,1.077,49.666,0.338,1.067
E01010409,40.882,0.500,0.221,27.285,0.322,0.564
E01010410,57.934,0.807,1.345,30.212,0.296,0.783
E01010411,34.809,0.324,0.506,19.063,0.213,0.084
E01010412,44.236,0.603,1.001,29.887,0.323,0.877
E01010413,54.501,1.119,0.753,25.798,0.396,0.506
E01010414,53.858,1.348,1.462,30.813,0.365,0.499
E01010415,54.409,0.798,0.577,21.557,0.361,0.662
E01010416,57.142,1.355,0.642,50.123,0.419,0.879
E01010417,53.142,0.833,-0.197,23.694,0.353,0.918
E01010418,24.651,-0.025,0.267,30.919,0.174,-0.143
E01010419,40.677,0.877,0.412,28.237,0.232,0.245
E01010420,39.769,0.754,0.581,33.576,0.346,0.111
E01010421,58.032,1.247,0.192,29.076,0.477,0.812
E01010422,30.046,0.611,0.665,20.284,0.236,0.028
E01010423,70.983,0.876,0.784,22.130,0.380,1.218
E01010424,28.070,0.294,0.340,36.310,0.198,0.275
E01010425,41.930,0.765,0.695,22.655,0.243,0.495
E01010426,25.099,0.632,0.363,29.371,0.183,0.188
E01010427,23.378,0.290,0.325,27.770,0.158,-0.095
E01010428,57.031,0.499,0.290,26.788,0.259,1.421
E01010429,38.056,0.982,0.414,26.787,0.246,0.387
E01010430,38.164,0.889,0.630,37.200,0.325,0.358
E01010431,17.318,-0.178,-0.547,16.080,0.167,-0.381
E01010432,16.299,0.344,0.003,10.374,0.217,-0.760
E01010433,54.015,1.047,1.077,32.111,0.256,0.659
E01010434,23.373,0.579,-0.229,36.788,0.246,-0.287
E01010435,47.304,1.144,0.532,28.651,0.436,1.009
E01010436,14.569,0.003,-1.215,11.321,0.104,-0.655
E01010437,8.513,-0.248,-1.078,8.811,0.082,-1.004
E01010438,19.217,0.211,-0.691,28.582,0.087,-0.114
E01010439,44.844,1.007,0.341,23.892,0.371,0.588
E01010440,45.203,1.449,0.031,17.063,0.303,0.437
E01010441,47.630,0.975,0.268,28.146,0.342,0.715
E01010442,44.352,0.795,-0.149,25.127,0.472,0.753
E01010443,63.705,0.825,0.511,34.411,0.449,1.015
E01010444,37.648,0.445,0.030,24.158,0.253,-0.365
E01010445,65.004,1.043,0.524,29.412,0.540,0.968
E01010446,45.627,0.611,0.657,24.999,0.313,0.664
E01010447,46.505,0.814,0.551,26.980,0.239,0.672
E01010448,39.549,1.106,0.623,29.326,0.355,0.468
E01010449,41.982,0.494,0.346,22.395,0.341,0.836
E01010450,51.028,0.978,1.710,36.317,0.448,0.527
E01010451,18.928,0.391,0.618,27.771,0.255,-0.524
E01010452,36.638,0.521,0.209,29.442,0.302,0.263
E01010453,48.543,0.714,0.296,23.823,0.359,0.679
E01010454,42.320,0.508,0.155,34.606,0.315,0.586
E01010455,52.759,0.935,0.398,33.622,0.352,0.680
E01010456,70.715,1.588,0.492,20.599,0.537,1.121
E01010457,24.649,0.366,0.275,24.994,0.216,0.053
E01010458,36.034,0.620,0.088,38.542,0.338,0.378
E01010459,26.160,0.568,0.020,38.049,0.203,0.036
E01010460,13.407,0.667,-0.207,39.691,0.081,-0.747
E01010461,11.704,-0.011,-0.375,26.977,0.037,-0.761
E01010462,52.906,1.240,0.343,19.103,0.434,0.816
E01010463,33.721,1.084,0.837,39.418,0.372,0.561
E01010464,43.675,1.406,0.387,26.614,0.287,0.588
E01010465,35.083,0.568,0.312,36.344,0.295,0.756
E01010466,52.939,0.975,0.824,46.631,0.343,1.298
E01010467,14.057,0.512,0.229,27.864,0.135,-0.461
E01010468,15.091,0.595,-0.215,29.179,0.175,-0.158
E01010469,10.790,0.496,-0.194,34.655,0.109,-0.482
E01010470,26.009,0.784,0.916,41.429,0.215,0.056
E01010471,44.025,1.077,0.440,36.180,0.354,0.483
E01010472,28.931,0.877,0.261,21.608,0.356,-0.094
E01010473,39.040,0.908,0.253,27.617,0.351,0.144
E01010474,45.227,1.201,0.893,32.856,0.236,0.672
E01010475,21.665,-0.334,0.476,36.200,0.216,-0.404
E01010476,42.481,0.819,-0.707,21.082,0.297,0.674
E01010477,36.840,0.672,0.349,33.906,0.331,0.484
E01010478,57.484,0.955,0.444,36.553,0.406,0.985
E01010479,35.976,0.686,0.098,36.882,0.304,0.044
E01010480,21.811,0.844,-0.031,22.468,0.193,-0.283
E01010481,58.392,0.873,0.362,27.324,0.333,0.803
E01010482,54.896,1.187,0.001,21.944,0.371,0.653
E01010483,69.547,1.420,0.644,20.838,0.449,0.856
E01010484,55.902,1.114,0.447,24.240,0.409,0.606
E01010485,37.766,1.456,0.368,33.822,0.332,0.400
E01010486,59.431,0.968,0.332,22.237,0.442,0.683
E01010487,5.252,0.032,-0.918,27.911,0.042,-0.951
E01010488,20.841,0.549,0.020,13.039,0.186,0.004
E01010489,17.615,0.601,-0.338,13.898,0.205,-0.510
E01010490,38.421,1.532,0.181,11.779,0.410,0.663
E01010491,35.749,0.254,-0.443,28.230,0.276,0.918
E01010492,8.083,-0.204,-1.500,23.908,0.080,-0.445
E01010493,3.531,-0.338,-1.010,20.197,0.096,-1.403
E01010494,4.007,-0.116,-1.575,18.860,0.069,-1.335
E01010495,23.398,0.738,-1.245,36.973,0.253,-0.115
E01010496,29.666,0.881,-0.676,6.388,0.314,0.584
E01010497,9.893,-0.268,-1.217,5.115,0.080,-0.777
E01010498,12.339,0.197,-0.587,13.762,0.138,-0.248
E01010499,19.667,0.468,-0.347,36.431,0.191,-0.087
E01010500,46.488,0.811,0.245,23.543,0.373,0.812
E01010501,28.439,0.503,-0.784,23.539,0.310,0.408
E01010502,19.712,0.125,-0.730,23.480,0.132,-0.217
E01010503,34.363,0.833,0.357,32.977,0.215,0.706
E01010504,2.500,0.002,-1.098,11.705,0.046,-1.348
E01010505,3.504,-0.267,0.151,21.723,0.057,-1.133
E01010506,11.236,0.948,0.315,65.144,0.274,-0.268
E01010507,3.660,0.358,-0.835,13.765,0.102,-1.455
E01010508,19.626,1.177,0.269,54.206,0.213,-0.047
E01010509,25.487,0.739,-0.250,23.852,0.279,0.524
E01010510,10.975,0.741,0.068,42.285,0.148,-0.202
E01010511,28.900,0.928,1.087,38.722,0.280,0.452
E01010512,8.111,0.783,0.555,42.922,0.105,-0.601
E01010513,5.707,0.069,0.143,7.226,0.080,-1.478
E01010514,7.465,-0.123,-1.129,28.115,0.080,-0.723
E01010515,4.055,-0.516,-1.454,28.460,0.124,-1.273
E01010516,4.242,0.033,-0.682,17.873,0.086,-1.036
E01010517,12.704,0.326,-1.060,20.064,0.215,-0.548
E01010518,3.559,0.152,-0.294,18.985,0.092,-1.060
E01010519,6.377,0.633,-0.319,24.640,0.134,-1.126
E01010520,7.196,0.182,-1.208,20.459,0.074,-0.487
E01010521,19.854,0.422,0.872,59.296,0.343,0.500
E01010522,41.369,0.949,0.612,13.647,0.250,0.593
E01010523,22.726,0.632,0.446,33.192,0.311,0.216
E01010524,38.863,0.922,0.162,24.206,0.295,0.425
E01010525,44.670,0.479,0.521,23.633,0.382,0.978
E01010526,42.632,0.419,0.623,32.110,0.294,0.664
E01010527,45.557,0.887,0.718,22.268,0.405,0.546
E01010528,42.374,0.838,0.168,34.834,0.314,0.753
E01010529,49.899,0.930,0.663,28.560,0.308,1.342
E01010530,56.938,0.703,0.969,33.952,0.451,1.157
E01010531,44.096,0.822,0.476,23.183,0.323,0.740
E01010532,50.669,1.231,0.080,35.437,0.292,0.794
E01010533,29.567,0.568,0.195,30.212,0.244,0.005
E01010534,16.164,0.051,-0.036,9.702,0.076,-0.926
E01010535,48.704,0.654,-0.135,24.026,0.292,0.649
E01010536,17.611,-0.017,-0.229,12.649,0.081,-0.527
E01010537,11.659,0.118,-0.509,24.237,0.090,-0.952
E01010538,32.371,0.658,0.290,28.984,0.271,0.323
E01010539,7.501,0.022,0.056,33.323,0.144,-0.548
E01010540,1.672,0.195,0.130,19.408,0.083,-1.770
E01010541,46.777,0.968,-0.497,10.422,0.307,0.886
E01010542,14.520,0.220,-0.072,22.702,0.083,-0.171
E01010543,42.496,0.845,-0.123,9.778,0.338,0.716
E01010544,6.628,0.019,-0.665,13.245,0.097,-0.797
E01010545,11.541,0.264,-0.501,29.330,0.134,-0.386
E01010546,3.332,0.478,-1.693,9.189,0.036,-1.603
E01010547,8.548,-0.391,-0.540,14.421,0.073,-0.214
E01010548,12.637,0.410,-0.631,12.411,0.185,-0.189
E01010549,15.648,0.025,-0.745,16.664,0.183,-0.074
E01010550,3.547,-0.392,-1.203,9.486,0.037,-1.024
E01010551,7.989,0.058,-0.800,13.922,0.096,-0.258
E01010552,22.794,0.013,-0.769,15.981,0.168,0.253
E01010553,5.976,-0.035,-0.739,9.651,0.141,-1.108
E01010554,18.584,0.374,-0.228,29.076,0.148,-0.164
E01010555,53.950,0.951,0.127,25.763,0.305,1.030
E01010556,29.715,0.789,0.114,15.843,0.271,0.092
E01010557,16.021,0.141,-0.121,24.284,0.073,-0.829
E01010558,20.448,0.689,-0.650,17.924,0.189,-0.205
E01010559,44.214,1.114,0.216,23.736,0.275,0.642
E01010560,42.977,1.014,-0.475,28.788,0.208,0.499
E01010561,15.386,-0.060,-0.377,20.424,0.129,-0.887
E01010562,40.172,0.942,0.314,29.052,0.410,0.811
E01010563,37.706,0.851,0.304,30.974,0.341,0.247
E01010564,31.728,0.963,0.374,40.906,0.259,0.270
E01010565,11.666,-0.123,-0.467,12.324,0.068,-1.007
E01010566,37.848,0.548,-0.010,18.836,0.219,0.521
E01010567,50.498,0.808,0.176,36.948,0.281,0.926
E01010568,6.156,0.166,-0.497,21.651,0.087,-0.702
E01010569,26.616,1.087,1.260,23.301,0.215,0.316
E01010570,3.968,-0.259,-0.320,3.755,0.023,-1.160
E01010571,29.556,0.644,1.633,26.316,0.257,0.762
E01010572,12.485,-0.100,0.098,32.060,0.052,-0.462
E01010573,5.535,-0.049,0.020,17.331,0.064,-1.140
E01010574,4.233,0.107,0.176,10.457,0.050,-0.806
E01010575,8.925,0.139,0.068,23.866,0.048,-0.492
E01010576,3.892,-0.119,-0.074,16.439,0.040,-1.080
E01010577,2.483,-0.521,0.388,35.103,0.028,-1.266
E01010578,6.739,0.497,1.058,42.367,0.017,-0.605
E01010579,1.542,-0.292,-0.225,6.049,0.016,-1.137
E01010580,2.452,-0.342,-0.728,4.306,0.054,-0.974
E01010581,18.866,0.091,1.336,17.863,0.156,0.367
E01010582,10.764,-0.022,0.245,52.931,0.084,-0.011
E01010583,27.018,1.076,1.776,24.162,0.236,0.379
E01010584,31.286,0.804,1.013,36.988,0.222,0.910
E01010585,7.820,0.460,1.125,35.803,0.082,-0.549
E01010586,2.347,-0.307,-0.461,16.284,0.041,-1.375
E01010587,4.802,-0.231,0.673,29.867,0.080,-0.748
E01010588,12.457,-0.072,0.830,22.456,0.096,-0.182
E01010589,5.423,-0.168,0.191,18.857,0.029,-0.873
E01010590,9.415,-0.142,0.703,28.986,0.130,-0.489
E01010591,23.986,0.681,0.653,23.132,0.264,0.118
E01010592,13.630,0.414,0.016,19.029,0.061,-0.300
E01010593,14.025,0.212,-0.079,21.242,0.143,0.051
E01010594,17.106,0.172,0.820,28.529,0.129,0.091
E01010595,25.418,0.649,0.334,41.036,0.191,0.598
E01010596,4.708,0.143,0.432,15.785,0.060,-1.117
E01010597,39.364,0.460,1.124,24.640,0.220,0.679
E01010598,25.886,0.251,0.902,43.098,0.142,0.326
E01010599,28.473,0.930,0.730,18.954,0.349,0.338
E01010600,26.273,0.595,0.788,40.149,0.173,0.370
E01010601,26.435,0.566,0.976,49.940,0.145,0.624
E01010602,37.853,0.329,0.821,43.947,0.197,0.933
E01010603,27.174,0.255,0.950,35.481,0.132,0.472
E01010604,23.738,0.147,0.662,29.415,0.134,-0.030
E01010605,55.944,0.870,1.252,37.430,0.351,1.287
E01010606,67.952,1.723,1.509,50.472,0.264,0.748
E01010607,57.430,0.928,0.742,59.276,0.320,0.747
E01010608,62.805,1.110,1.171,56.480,0.236,0.416
E01010609,56.509,0.976,1.820,55.540,0.396,1.300
E01010610,92.062,1.024,1.693,17.150,0.410,1.983
E01010611,65.361,1.176,1.365,36.209,0.265,1.376
E01010612,89.136,1.710,2.171,14.442,0.537,1.848
E01010613,47.670,1.530,1.219,68.531,0.437,0.778
E01010614,67.232,1.042,1.537,52.978,0.363,1.343
E01010615,33.986,0.784,1.650,59.479,0.169,0.601
E01010616,60.994,0.894,0.593,31.692,0.354,1.147
E01010617,56.019,1.892,1.722,25.545,0.355,0.547
E01010618,69.464,0.624,1.472,49.703,0.291,0.879
E01010619,53.973,0.096,1.087,44.012,0.174,0.462
E01010620,69.145,1.077,1.478,62.328,0.260,1.168
E01010621,63.042,0.937,-0.110,51.252,0.208,0.593
E01010622,57.669,1.365,1.133,71.208,0.215,0.396
E01010623,77.175,1.108,1.744,53.967,0.398,1.304
E01010624,66.247,1.112,0.771,52.540,0.327,0.788
E01010625,65.930,1.067,0.781,25.839,0.353,0.905
E01010626,62.055,1.033,1.241,42.711,0.318,0.862
E01010627,53.560,0.835,1.951,73.076,0.318,0.937
E01010628,39.760,0.706,1.617,40.373,0.254,0.714
E01010629,29.937,0.973,1.339,15.917,0.194,0.560
E01010630,42.476,0.919,0.510,38.690,0.216,0.736
E01010631,62.639,1.446,1.726,11.202,0.399,1.415
E01010632,62.802,1.055,2.303,21.077,0.424,1.518
E01010633,21.711,0.349,1.546,34.030,0.150,0.231
E01010634,15.110,0.379,0.925,29.686,0.098,-0.163
E01010635,67.288,1.911,1.570,20.107,0.389,1.520
E01010636,12.769,0.411,0.897,25.099,0.062,-0.092
E01010637,28.540,0.591,0.738,47.155,0.109,0.679
E01010638,9.031,0.378,-0.242,24.577,0.090,-0.364
E01010639,15.382,0.416,-0.048,30.563,0.058,0.036
E01010640,19.688,0.478,-0.427,52.987,0.098,0.512
E01010641,15.611,0.466,-0.166,13.040,0.111,0.170
E01010642,9.941,-0.213,-0.311,12.223,0.038,-0.116
E01010643,8.515,0.463,-0.338,45.628,0.094,-0.156
E01010644,15.152,0.389,-0.053,26.935,0.075,0.182
E01010645,5.202,0.271,-0.579,11.661,0.023,-0.931
E01010646,2.470,-0.354,-0.760,25.937,0.064,-1.064
E01010647,6.574,0.420,-0.636,9.311,0.054,-0.303
E01010648,4.132,-0.358,-1.010,14.765,0.026,-0.647
E01010649,50.068,0.756,1.972,36.324,0.282,1.225
E01010650,84.044,0.885,1.976,20.511,0.333,1.946
E01010651,20.304,0.371,0.957,42.211,0.103,0.092
E01010652,23.869,0.513,1.627,37.929,0.080,0.073
E01010653,63.944,0.837,2.173,25.875,0.469,1.658
E01010654,73.017,1.128,2.628,32.006,0.362,1.710
E01010655,76.767,0.936,1.786,24.395,0.454,1.949
E01010656,22.107,0.446,1.431,48.489,0.099,-0.031
E01010657,27.562,0.426,1.356,53.472,0.185,0.487
E01010658,43.074,0.607,1.241,41.624,0.289,0.611
E01010659,73.477,1.304,2.306,24.717,0.358,1.358
E01010662,33.684,0.194,1.614,33.628,0.177,0.755
E01010663,57.151,1.176,1.786,74.785,0.406,1.003
E01010664,31.578,0.431,0.850,23.660,0.178,0.478
E01010665,35.770,0.647,0.926,47.451,0.209,0.544
E01010666,76.566,1.795,1.994,51.637,0.401,1.964
E01010667,62.453,0.198,1.371,54.126,0.375,1.578
E01010668,21.553,0.026,-0.058,25.987,0.125,-0.446
E01010669,33.089,0.494,1.074,17.787,0.266,0.542
E01010670,16.825,0.782,1.137,49.969,0.156,-0.223
E01010671,33.337,0.502,0.971,22.535,0.168,0.585
E01010672,10.139,-0.054,0.473,27.969,0.107,-0.353
E01010673,48.787,0.619,0.364,63.601,0.200,0.930
E01010674,60.690,1.004,0.899,20.291,0.293,1.236
E01010675,20.488,0.609,1.191,25.472,0.169,-0.080
E01010676,67.876,0.748,0.401,58.164,0.306,0.837
E01010677,57.434,0.794,0.721,24.418,0.362,1.089
E01010678,12.581,0.729,0.092,9.023,0.158,-0.278
E01010679,50.168,2.076,2.147,74.196,0.331,0.427
E01010680,48.784,1.322,2.112,12.989,0.339,1.116
E01010681,8.549,-0.323,0.077,8.764,0.033,-0.698
E01010682,46.280,0.988,1.955,28.264,0.312,1.071
E01010683,7.734,-0.493,0.571,22.467,0.068,-0.416
E01010684,10.761,0.394,0.786,33.031,0.051,-0.455
E01010685,8.898,0.057,1.738,42.756,0.064,-0.375
E01010686,14.113,0.152,0.950,20.254,0.039,-0.427
E01010687,5.959,-0.231,0.515,12.860,0.014,-0.841
E01010688,21.611,0.199,1.656,39.335,0.125,0.400
E01010689,12.830,0.325,1.361,46.013,0.067,0.041
E01010690,9.465,0.364,0.788,19.210,0.044,-0.464
E01010691,0.337,-0.517,0.002,10.480,0.014,-1.628
E01010692,0.403,-0.504,0.378,14.576,0.026,-1.900
E01010693,0.657,-0.631,-1.383,3.141,0.016,-1.494
E01010694,0.676,-0.642,-0.490,8.668,0.044,-1.447
E01010695,2.943,-0.104,-0.283,30.720,0.051,-0.674
E01010696,0.739,-0.626,0.075,16.502,0.020,-1.347
E01010697,0.275,-0.195,-0.720,10.448,0.021,-1.640
E01010698,3.595,-0.268,-0.013,43.160,0.068,-0.700
E01010699,26.174,0.244,0.349,17.393,0.126,0.763
E01010700,64.972,1.027,0.236,65.915,0.230,0.939
E01010701,66.122,1.471,-0.187,65.392,0.280,0.606
E01010702,64.032,1.301,0.213,65.536,0.180,0.590
E01010703,30.561,0.862,0.103,51.209,0.243,0.537
E01010704,35.895,0.632,0.952,37.775,0.196,0.942
E01010705,25.334,0.340,0.051,24.916,0.089,0.433
E01010706,4.541,-0.321,0.088,16.533,0.043,-0.667
E01010707,6.259,-0.174,0.401,24.521,0.061,-0.638
E01010708,21.278,0.419,-0.188,52.933,0.160,0.136
E01010709,8.149,-0.297,0.140,19.922,0.038,-0.551
E01010710,72.154,1.694,1.495,68.960,0.353,1.089
E01010711,72.987,2.372,1.382,41.459,0.422,1.266
E01010712,56.307,0.795,0.970,65.970,0.230,0.799
E01010713,60.660,1.261,1.724,24.325,0.531,1.632
E01010714,42.531,0.776,1.192,61.367,0.284,0.990
E01010715,41.476,1.146,1.268,20.794,0.294,0.943
E01010716,39.390,1.078,1.110,61.536,0.253,1.080
E01010717,43.094,0.864,0.953,53.220,0.290,1.024
E01010718,65.806,1.754,1.153,9.541,0.382,1.715
E01010719,57.341,1.130,1.028,54.831,0.190,0.817
E01010720,79.574,1.562,1.287,19.543,0.343,1.880
E01010721,75.421,1.237,1.691,17.870,0.499,1.956
E01010722,53.915,1.059,2.050,34.015,0.356,1.556
E01010723,73.070,1.211,1.047,73.039,0.268,1.099
E01010724,43.681,1.424,1.057,28.335,0.310,0.925
E01010725,42.488,1.050,0.389,57.557,0.161,0.947
E01010726,21.031,-0.033,0.351,14.064,0.080,0.036
E01010727,16.524,0.688,0.386,46.402,0.082,0.077
E01010728,51.650,0.907,0.760,60.877,0.166,0.877
E01010729,23.499,0.667,-0.037,11.056,0.090,0.265
E01010730,92.853,1.610,1.580,23.943,0.397,1.895
E01010731,41.327,1.238,1.859,55.532,0.222,0.521
E01010732,57.013,0.999,1.287,28.683,0.304,0.877
E01010733,55.690,1.506,1.143,39.985,0.339,0.522
E01010734,78.143,0.588,1.088,68.138,0.313,1.722
E01010735,88.661,1.562,1.614,23.922,0.412,1.664
E01010736,79.208,0.639,1.296,57.434,0.200,1.591
E01010737,78.122,1.562,1.683,46.981,0.280,1.261
E01010738,55.329,0.546,0.659,57.878,0.183,0.597
E01010739,81.534,1.394,1.923,38.293,0.344,1.556
E01010740,46.102,0.452,0.938,50.499,0.194,0.264
E01010741,20.578,0.091,1.871,45.767,0.116,-0.069
E01010742,63.783,1.102,1.399,47.049,0.277,0.834
E01010743,71.787,1.017,1.281,43.948,0.261,1.167
E01010744,65.123,1.065,0.650,64.964,0.335,0.955
E01010745,48.760,0.367,1.771,57.505,0.370,0.740
E01010746,22.451,0.071,0.892,24.841,0.177,-0.040
